File,Compressor,Original_Size,Compressed_Size,CR
bw.raw,Arithmetic,3456001,900970,0.2606972625297273
gray.raw,Arithmetic,1300801,1077193,0.8280997631459386
color.raw,Arithmetic,14745601,13691062,0.9284845019202677
english,Arithmetic,205513,114520,0.5572396880002725
random.exe,Arithmetic,2410312,2403413,0.9971377149514253
enwik7,Arithmetic,10000000,6375180,0.637518
